Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Area,Color,Orientation,Early Missing,Other Notes,"Large, juvenile? "
March,CUxBK,5,45,5.45.19,S,1,1.15,5,,,,
June,CUxBK,5,45,5.45.19,S,0,NA,0,,,,
October,CUxBK,5,45,5.45.19,S,0,NA,0,,,,
March,CUxBK,5,45,5.45.20,S,1,NA,NA,,Y,,Y
June,CUxBK,5,45,5.45.20,S,1,NA,NA,,Y,,Y
October,CUxBK,5,45,5.45.20,S,1,3.964,6,,,,Y
March,CUxBK,5,45,5.45.3,S,1,0.96,6,,,,
June,CUxBK,5,45,5.45.3,S,1,2.661,6,,,,
October,CUxBK,5,45,5.45.3,S,0,NA,0,,,,
March,CUxBK,5,45,5.45.6,S,1,1.038,6,,,,
June,CUxBK,5,45,5.45.6,S,1,1.981,6,,,,
October,CUxBK,5,45,5.45.6,S,0,NA,0,,,,
March,CUxBK,5,46,5.46.10,S,1,1.527,6,,,,
June,CUxBK,5,46,5.46.10,S,0,NA,0,,,,
October,CUxBK,5,46,5.46.10,S,0,NA,0,,,,
March,CUxBK,5,46,5.46.11,S,1,NA,NA,,Y,,Y
June,CUxBK,5,46,5.46.11,S,1,NA,NA,,Y,,Y
October,CUxBK,5,46,5.46.11,S,1,8.233,6,,,,Y
March,CUxBK,5,46,5.46.5,S,1,1.519,5,,,,
June,CUxBK,5,46,5.46.5,S,0,NA,0,,,,
October,CUxBK,5,46,5.46.5,S,0,NA,0,,,,
March,CUxBK,5,46,5.46.9,S,1,0.936,6,,,,
June,CUxBK,5,46,5.46.9,S,0,NA,0,,,,
October,CUxBK,5,46,5.46.9,S,0,NA,0,,,,
March,CUxBK,5,47,5.47.12,C,1,,,,,,
June,CUxBK,5,47,5.47.12,C,0,,,,,,
October,CUxBK,5,47,5.47.12,C,0,,,,,,
March,CUxBK,5,47,5.47.14,S,1,,,,,,
June,CUxBK,5,47,5.47.14,S,0,,,,,,
October,CUxBK,5,47,5.47.14,S,0,,,,,,
March,CUxBK,5,47,5.47.15,S,1,1.348,6,,,,
June,CUxBK,5,47,5.47.15,S,0,NA,0,,,,
October,CUxBK,5,47,5.47.15,S,0,NA,0,,,,
March,CUxBK,5,47,5.47.16,S,1,,,,,,
June,CUxBK,5,47,5.47.16,S,0,,,,,,
October,CUxBK,5,47,5.47.16,S,0,,,,,,
March,CUxBK,5,47,5.47.17,S,1,,,,,,
June,CUxBK,5,47,5.47.17,S,0,,,,,,
October,CUxBK,5,47,5.47.17,S,0,,,,,,
March,CUxBK,5,47,5.47.18,S,1,0.856,5,,,,
June,CUxBK,5,47,5.47.18,S,0,NA,0,,,,
October,CUxBK,5,47,5.47.18,S,0,NA,0,,,,
March,CUxBK,5,47,5.47.20,S,1,,,,,,
June,CUxBK,5,47,5.47.20,S,0,,,,,,
October,CUxBK,5,47,5.47.20,S,0,,,,,,
March,CUxBK,5,47,5.47.4,S,1,,,,,,
June,CUxBK,5,47,5.47.4,S,0,,,,,,
October,CUxBK,5,47,5.47.4,S,0,,,,,,
March,CUxBK,5,47,5.47.6,S,1,,,,,,
June,CUxBK,5,47,5.47.6,S,0,,,,,,
October,CUxBK,5,47,5.47.6,S,0,,,,,,
March,CUxBK,5,66,5.66.24,S,1,1.068,6,,,,
June,CUxBK,5,66,5.66.24,S,0,NA,0,,,,
October,CUxBK,5,66,5.66.24,S,0,NA,0,,,,
March,CUxBK,5,66,5.66.25,S,1,NA,NA,Front,,,
June,CUxBK,5,66,5.66.25,S,1,1.167,6,Back,,,
October,CUxBK,5,66,5.66.25,S,0,NA,0,,,,
March,CUxBK,5,68,5.68.32,S,1,NA,,,Y,,
June,CUxBK,5,68,5.68.32,S,1,0.985,6,,,,
October,CUxBK,5,68,5.68.32,S,1,1.383,6,,,,
March,CUxBK,5,68,5.68.33,S,1,NA,NA,Front,,,
June,CUxBK,5,68,5.68.33,S,1,NA,NA,Front,,,
October,CUxBK,5,68,5.68.33,S,1,2.315,6,Back,,,
March,CUxBK,5,70,5.70.38,S,1,,,,,,
June,CUxBK,5,70,5.70.38,S,0,,,,,,
October,CUxBK,5,70,5.70.38,S,0,,,,,,
March,CUxBK,5,70,5.70.41,S,1,0.565,5,,,,
June,CUxBK,5,70,5.70.41,S,0,NA,0,,,,
October,CUxBK,5,70,5.70.41,S,0,NA,0,,,,
March,CUxBK,5,71,5.71.8,S,1,NA,NA,,Y,,
June,CUxBK,5,71,5.71.8,S,D,1.212,1,,,,
October,CUxBK,5,71,5.71.8,S,0,NA,0,,,,
March,CUxBK,5,72,5.72.14,S,1,1.066,5,,,,
June,CUxBK,5,72,5.72.14,S,0,NA,0,,,,
October,CUxBK,5,72,5.72.14,S,0,NA,0,,,,
March,CUxBK,5,8,5.8.9,S,1,NA,NA,Front,,,
June,CUxBK,5,8,5.8.9,S,1,5.189,6,Back,,,
October,CUxBK,5,8,5.8.9,S,0,NA,0,,,,
March,CUxBK,5,9,5.9.156,S,1,0.922,6,,,,
June,CUxBK,5,9,5.9.156,S,0,NA,0,,,,
October,CUxBK,5,9,5.9.156,S,0,NA,0,,,,
March,CUxCU,6,1,6.1.5,C,1,2.602,6,,,,
June,CUxCU,6,1,6.1.5,C,0,NA,0,,,,
October,CUxCU,6,1,6.1.5,C,0,NA,0,,,,
March,CUxCU,6,10,6.10.2,S,1,0.627,6,,,,
June,CUxCU,6,10,6.10.2,S,0,NA,0,,,,
October,CUxCU,6,10,6.10.2,S,0,NA,0,,,,
March,CUxCU,6,100,6.100.14,C,1,,,,,,
June,CUxCU,6,100,6.100.14,C,0,,,,,,
October,CUxCU,6,100,6.100.14,C,0,,,,,,
March,CUxCU,6,101,6.101.10,S,1,1.423,5,,,,
June,CUxCU,6,101,6.101.10,S,0,NA,0,,,,
October,CUxCU,6,101,6.101.10,S,0,NA,0,,,,
March,CUxCU,6,101,6.101.12,C,1,,,,,,
June,CUxCU,6,101,6.101.12,C,0,,,,,,
October,CUxCU,6,101,6.101.12,C,0,,,,,,
March,CUxCU,6,104,6.104.18,S,1,1.119,6,,,,
June,CUxCU,6,104,6.104.18,S,0,NA,0,,,,
October,CUxCU,6,104,6.104.18,S,0,NA,0,,,,
March,CUxCU,6,104,6.104.20,S,1,NA,NA,,Y,,Y
June,CUxCU,6,104,6.104.20,S,1,NA,NA,,Y,,Y
October,CUxCU,6,104,6.104.20,S,1,4.956,6,,,,Y
March,CUxCU,6,104,6.104.7,C,1,,,,,,
June,CUxCU,6,104,6.104.7,C,0,,,,,,
October,CUxCU,6,104,6.104.7,C,0,,,,,,
March,CUxCU,6,105,6.105.24,S,1,,,,,,
June,CUxCU,6,105,6.105.24,S,0,,,,,,
October,CUxCU,6,105,6.105.24,S,0,,,,,,
March,CUxCU,6,105,6.105.26,C,1,,,,,,
June,CUxCU,6,105,6.105.26,C,0,,,,,,
October,CUxCU,6,105,6.105.26,C,0,,,,,,
March,CUxCU,6,105,6.105.34,S,1,0.965,5,,,,
June,CUxCU,6,105,6.105.34,S,0,NA,0,,,,
October,CUxCU,6,105,6.105.34,S,0,NA,0,,,,
March,CUxCU,6,105,6.105.38,S,1,1.535,5,,,,
June,CUxCU,6,105,6.105.38,S,0,NA,0,,,,
October,CUxCU,6,105,6.105.38,S,0,NA,0,,,,
March,CUxCU,6,105,6.105.51,C,1,,,,,,
June,CUxCU,6,105,6.105.51,C,0,,,,,,
October,CUxCU,6,105,6.105.51,C,0,,,,,,
March,CUxCU,6,105,6.105.54,S,1,1.238,5,,,,
June,CUxCU,6,105,6.105.54,S,0,NA,0,,,,
October,CUxCU,6,105,6.105.54,S,0,NA,0,,,,
March,CUxCU,6,107,6.107.21,C,1,3.332,6,,,,
June,CUxCU,6,107,6.107.21,C,0,NA,0,,,,
October,CUxCU,6,107,6.107.21,C,0,NA,0,,,,
March,CUxCU,6,107,6.107.33,C,1,1.664,6,,,,
June,CUxCU,6,107,6.107.33,C,1,2.256,6,,,,
October,CUxCU,6,107,6.107.33,C,1,NA,0,,,,
March,CUxCU,6,107,6.107.34,S,1,,,,,,
June,CUxCU,6,107,6.107.34,S,0,,,,,,
October,CUxCU,6,107,6.107.34,S,0,,,,,,
March,CUxCU,6,11,6.11.4,S,1,NA,NA,Front,,,
June,CUxCU,6,11,6.11.4,S,1,3.144,6,Back,,,
October,CUxCU,6,11,6.11.4,S,0,NA,0,,,,
March,CUxCU,6,14,6.14.2,C,1,,,,,,
June,CUxCU,6,14,6.14.2,C,0,,,,,,
October,CUxCU,6,14,6.14.2,C,0,,,,,,
March,CUxCU,6,16,6.16.1,S,1,0.914,4,,,,
June,CUxCU,6,16,6.16.1,S,0,NA,0,,,,
October,CUxCU,6,16,6.16.1,S,0,NA,0,,,,
March,CUxCU,6,16,6.16.8,S,1,NA,NA,,Y,,
June,CUxCU,6,16,6.16.8,S,1,1.562,2,,,,
October,CUxCU,6,16,6.16.8,S,0,NA,0,,,,
March,CUxCU,6,17,6.17.26,S,1,,,,,,
June,CUxCU,6,17,6.17.26,S,0,,,,,,
October,CUxCU,6,17,6.17.26,S,0,,,,,,
March,CUxCU,6,17,6.17.27,S,1,1.248,6,,,,
June,CUxCU,6,17,6.17.27,S,0,NA,0,,,,
October,CUxCU,6,17,6.17.27,S,0,NA,0,,,,
March,CUxCU,6,17,6.17.46,C,1,,,,,,
June,CUxCU,6,17,6.17.46,C,0,,,,,,
October,CUxCU,6,17,6.17.46,C,0,,,,,,
March,CUxCU,6,17,6.17.47,S,1,1.3,5,,,,
June,CUxCU,6,17,6.17.47,S,0,NA,0,,,,
October,CUxCU,6,17,6.17.47,S,0,NA,0,,,,
March,CUxCU,6,17,6.17.49,S,1,,,,,,
June,CUxCU,6,17,6.17.49,S,0,,,,,,
October,CUxCU,6,17,6.17.49,S,0,,,,,,
March,CUxCU,6,17,6.17.50,C,1,,,,,,
June,CUxCU,6,17,6.17.50,C,0,,,,,,
October,CUxCU,6,17,6.17.50,C,0,,,,,,
March,CUxCU,6,17,6.17.51,S,1,,,,,,
June,CUxCU,6,17,6.17.51,S,0,,,,,,
October,CUxCU,6,17,6.17.51,S,0,,,,,,
March,CUxCU,6,17,6.17.53,S,1,,,,,,
June,CUxCU,6,17,6.17.53,S,0,,,,,,
October,CUxCU,6,17,6.17.53,S,0,,,,,,
March,CUxCU,6,18,6.18.9,S,1,NA,NA,,Y,,
June,CUxCU,6,18,6.18.9,S,1,1.385,2,,,,
October,CUxCU,6,18,6.18.9,S,0,NA,0,,,,
March,CUxCU,6,19,6.19.4,S,1,NA,NA,Front,,,
June,CUxCU,6,19,6.19.4,S,1,NA,NA,Front,,,
October,CUxCU,6,19,6.19.4,S,1,4.277,6,Back,,,
March,CUxCU,6,2,6.2.10,S,1,NA,NA,,,,
June,CUxCU,6,2,6.2.10,S,1,NA,NA,,,Cannot find in photo,
October,CUxCU,6,2,6.2.10,S,0,NA,0,,,,
March,CUxCU,6,2,6.2.7,S,1,1.13,6,,,,
June,CUxCU,6,2,6.2.7,S,0,NA,0,,,,
October,CUxCU,6,2,6.2.7,S,0,NA,0,,,,
March,CUxCU,6,20,6.20.5,S,1,NA,NA,Front,,,
June,CUxCU,6,20,6.20.5,S,1,NA,NA,Front,,,
October,CUxCU,6,20,6.20.5,S,D,3.576,1,Back,,,
March,CUxCU,6,21,6.21.3,S,1,1.355,6,,,,
June,CUxCU,6,21,6.21.3,S,0,NA,0,,,,
October,CUxCU,6,21,6.21.3,S,0,NA,0,,,,
March,CUxCU,6,21,6.21.44,S,1,0.865,5,,,,
June,CUxCU,6,21,6.21.44,S,0,NA,0,,,,
October,CUxCU,6,21,6.21.44,S,0,NA,0,,,,
March,CUxCU,6,21,6.21.45,S,1,,,,,,
June,CUxCU,6,21,6.21.45,S,0,,,,,,
October,CUxCU,6,21,6.21.45,S,0,,,,,,
March,CUxCU,6,22,6.22.4,S,1,1.229,5,,,,
June,CUxCU,6,22,6.22.4,S,0,NA,0,,,,
October,CUxCU,6,22,6.22.4,S,0,NA,0,,,,
March,CUxCU,6,23,6.23.30,S,1,0.961,6,,,,
June,CUxCU,6,23,6.23.30,S,1,1.222,5,,,,
October,CUxCU,6,23,6.23.30,S,0,NA,0,,,,
March,CUxCU,6,28,6.28.1,S,1,1.135,5,,,,
June,CUxCU,6,28,6.28.1,S,0,NA,0,,,,
October,CUxCU,6,28,6.28.1,S,0,NA,0,,,,
March,CUxCU,6,28,6.28.29,S,1,NA,NA,,Y,,
June,CUxCU,6,28,6.28.29,S,1,NA,NA,,Y,,
October,CUxCU,6,28,6.28.29,S,1,NA,NA,,,Under tag,
March,CUxCU,6,29,6.29.6,C,1,,,,,,
June,CUxCU,6,29,6.29.6,C,0,,,,,,
October,CUxCU,6,29,6.29.6,C,0,,,,,,
March,CUxCU,6,32,6.32.2,S,1,1.764,5,,,,
June,CUxCU,6,32,6.32.2,S,0,NA,0,,,,
October,CUxCU,6,32,6.32.2,S,0,NA,0,,,,
March,CUxCU,6,32,6.32.3,S,1,0.68,6,,,,
June,CUxCU,6,32,6.32.3,S,0,NA,0,,,,
October,CUxCU,6,32,6.32.3,S,0,NA,0,,,,
March,CUxCU,6,32,6.32.9,C,1,,,,,,
June,CUxCU,6,32,6.32.9,C,0,,,,,,
October,CUxCU,6,32,6.32.9,C,0,,,,,,
March,CUxCU,6,33,6.33.13,C,1,,,,,,
June,CUxCU,6,33,6.33.13,C,0,,,,,,
October,CUxCU,6,33,6.33.13,C,0,,,,,,
March,CUxCU,6,33,6.33.16,C,1,,,,,,
June,CUxCU,6,33,6.33.16,C,0,,,,,,
October,CUxCU,6,33,6.33.16,C,0,,,,,,
March,CUxCU,6,33,6.33.17,C,1,,,,,,
June,CUxCU,6,33,6.33.17,C,0,,,,,,
October,CUxCU,6,33,6.33.17,C,0,,,,,,
March,CUxCU,6,33,6.33.21,C,1,,,,,,
June,CUxCU,6,33,6.33.21,C,0,,,,,,
October,CUxCU,6,33,6.33.21,C,0,,,,,,
March,CUxCU,6,33,6.33.22,C,1,,,,,,
June,CUxCU,6,33,6.33.22,C,0,,,,,,
October,CUxCU,6,33,6.33.22,C,0,,,,,,
March,CUxCU,6,33,6.33.23,C,1,,,,,,
June,CUxCU,6,33,6.33.23,C,0,,,,,,
October,CUxCU,6,33,6.33.23,C,0,,,,,,
March,CUxCU,6,33,6.33.31,S,1,,,,,,
June,CUxCU,6,33,6.33.31,S,0,,,,,,
October,CUxCU,6,33,6.33.31,S,0,,,,,,
March,CUxCU,6,33,6.33.34,S,1,1.401,5,,,,
June,CUxCU,6,33,6.33.34,S,0,NA,0,,,,
October,CUxCU,6,33,6.33.34,S,0,NA,0,,,,
March,CUxCU,6,33,6.33.36,C,1,,,,,,
June,CUxCU,6,33,6.33.36,C,0,,,,,,
October,CUxCU,6,33,6.33.36,C,0,,,,,,
March,CUxCU,6,34,6.34.10,S,1,,,,,,
June,CUxCU,6,34,6.34.10,S,0,,,,,,
October,CUxCU,6,34,6.34.10,S,0,,,,,,
March,CUxCU,6,34,6.34.112,C,1,,,,,,
June,CUxCU,6,34,6.34.112,C,0,,,,,,
October,CUxCU,6,34,6.34.112,C,0,,,,,,
March,CUxCU,6,34,6.34.113,S,1,1.566,5,,,,
June,CUxCU,6,34,6.34.113,S,0,NA,0,,,,
October,CUxCU,6,34,6.34.113,S,0,NA,0,,,,
March,CUxCU,6,34,6.34.127,S,1,NA,NA,Front,,,
June,CUxCU,6,34,6.34.127,S,1,NA,NA,Front,,,
October,CUxCU,6,34,6.34.127,S,1,3.264,6,Back,,,
March,CUxCU,6,34,6.34.2,S,1,,,,,,
June,CUxCU,6,34,6.34.2,S,0,,,,,,
October,CUxCU,6,34,6.34.2,S,0,,,,,,
March,CUxCU,6,34,6.34.28,S,1,,,,,,
June,CUxCU,6,34,6.34.28,S,0,,,,,,
October,CUxCU,6,34,6.34.28,S,0,,,,,,
March,CUxCU,6,34,6.34.3,C,1,,,,,,
June,CUxCU,6,34,6.34.3,C,0,,,,,,
October,CUxCU,6,34,6.34.3,C,0,,,,,,
March,CUxCU,6,34,6.34.31,S,1,1.36,5,,,,
June,CUxCU,6,34,6.34.31,S,0,NA,0,,,,
October,CUxCU,6,34,6.34.31,S,0,NA,0,,,,
March,CUxCU,6,34,6.34.70,S,1,,,,,,
June,CUxCU,6,34,6.34.70,S,0,,,,,,
October,CUxCU,6,34,6.34.70,S,0,,,,,,
March,CUxCU,6,37,6.37.14,S,1,1.558,6,,,,
June,CUxCU,6,37,6.37.14,S,0,NA,0,,,,
October,CUxCU,6,37,6.37.14,S,0,NA,0,,,,
March,CUxCU,6,37,6.37.2,C,1,,,,,,
June,CUxCU,6,37,6.37.2,C,0,,,,,,
October,CUxCU,6,37,6.37.2,C,0,,,,,,
March,CUxCU,6,40,6.40.6,S,1,NA,NA,,Y,,
June,CUxCU,6,40,6.40.6,S,1,1.537,3,,,,
October,CUxCU,6,40,6.40.6,S,0,NA,0,,,,
March,CUxCU,6,41,6.41.1,S,1,0.816,6,,,,
June,CUxCU,6,41,6.41.1,S,1,2.338,6,,,,
October,CUxCU,6,41,6.41.1,S,0,NA,0,,,,
March,CUxCU,6,42,6.42.12,C,1,,,,,,
June,CUxCU,6,42,6.42.12,C,0,,,,,,
October,CUxCU,6,42,6.42.12,C,0,,,,,,
March,CUxCU,6,42,6.42.19,S,1,1.645,5,,,,
June,CUxCU,6,42,6.42.19,S,0,NA,0,,,,
October,CUxCU,6,42,6.42.19,S,0,NA,0,,,,
March,CUxCU,6,42,6.42.21,S,1,1.34,6,,,,
June,CUxCU,6,42,6.42.21,S,0,NA,0,,,,
October,CUxCU,6,42,6.42.21,S,0,NA,0,,,,
March,CUxCU,6,44,6.44.13,C,1,1.864,5,,,,
June,CUxCU,6,44,6.44.13,C,0,NA,0,,,,
October,CUxCU,6,44,6.44.13,C,0,NA,0,,,,
March,CUxCU,6,47,6.47.1,S,1,NA,NA,Front,,,
June,CUxCU,6,47,6.47.1,S,1,1.794,6,Back,,,
October,CUxCU,6,47,6.47.1,S,0,NA,0,,,,
March,CUxCU,6,5,6.5.12,S,1,0.752,6,,,,
June,CUxCU,6,5,6.5.12,S,1,1.059,6,,,,
October,CUxCU,6,5,6.5.12,S,0,NA,0,,,,
March,CUxCU,6,50,6.50.101,S,1,,,,,,
June,CUxCU,6,50,6.50.101,S,0,,,,,,
October,CUxCU,6,50,6.50.101,S,0,,,,,,
March,CUxCU,6,50,6.50.104,C,1,,,,,,
June,CUxCU,6,50,6.50.104,C,0,,,,,,
October,CUxCU,6,50,6.50.104,C,0,,,,,,
March,CUxCU,6,50,6.50.105,C,1,,,,,,
June,CUxCU,6,50,6.50.105,C,0,,,,,,
October,CUxCU,6,50,6.50.105,C,0,,,,,,
March,CUxCU,6,50,6.50.106,S,1,1.621,5,,,,
June,CUxCU,6,50,6.50.106,S,0,NA,0,,,,
October,CUxCU,6,50,6.50.106,S,0,NA,0,,,,
March,CUxCU,6,50,6.50.107,C,1,,,,,,
June,CUxCU,6,50,6.50.107,C,0,,,,,,
October,CUxCU,6,50,6.50.107,C,0,,,,,,
March,CUxCU,6,50,6.50.108,S,1,,,,,,
June,CUxCU,6,50,6.50.108,S,0,,,,,,
October,CUxCU,6,50,6.50.108,S,0,,,,,,
March,CUxCU,6,50,6.50.109,S,1,,,,,,
June,CUxCU,6,50,6.50.109,S,0,,,,,,
October,CUxCU,6,50,6.50.109,S,0,,,,,,
March,CUxCU,6,50,6.50.110,C,1,,,,,,
June,CUxCU,6,50,6.50.110,C,0,,,,,,
October,CUxCU,6,50,6.50.110,C,0,,,,,,
March,CUxCU,6,50,6.50.111,C,1,,,,,,
June,CUxCU,6,50,6.50.111,C,0,,,,,,
October,CUxCU,6,50,6.50.111,C,0,,,,,,
March,CUxCU,6,50,6.50.128,S,1,,,,,,
June,CUxCU,6,50,6.50.128,S,0,,,,,,
October,CUxCU,6,50,6.50.128,S,0,,,,,,
March,CUxCU,6,50,6.50.135,S,1,1.036,5,,,,
June,CUxCU,6,50,6.50.135,S,0,NA,0,,,,
October,CUxCU,6,50,6.50.135,S,0,NA,0,,,,
March,CUxCU,6,50,6.50.136,C,1,,,,,,
June,CUxCU,6,50,6.50.136,C,0,,,,,,
October,CUxCU,6,50,6.50.136,C,0,,,,,,
March,CUxCU,6,50,6.50.138,S,1,,,,,,
June,CUxCU,6,50,6.50.138,S,0,,,,,,
October,CUxCU,6,50,6.50.138,S,0,,,,,,
March,CUxCU,6,50,6.50.140,C,1,,,,,,
June,CUxCU,6,50,6.50.140,C,0,,,,,,
October,CUxCU,6,50,6.50.140,C,0,,,,,,
March,CUxCU,6,50,6.50.141,C,1,,,,,,
June,CUxCU,6,50,6.50.141,C,0,,,,,,
October,CUxCU,6,50,6.50.141,C,0,,,,,,
March,CUxCU,6,50,6.50.145,S,1,,,,,,
June,CUxCU,6,50,6.50.145,S,0,,,,,,
October,CUxCU,6,50,6.50.145,S,0,,,,,,
March,CUxCU,6,50,6.50.146,C,1,,,,,,
June,CUxCU,6,50,6.50.146,C,0,,,,,,
October,CUxCU,6,50,6.50.146,C,0,,,,,,
March,CUxCU,6,50,6.50.147,S,1,,,,,,
June,CUxCU,6,50,6.50.147,S,0,,,,,,
October,CUxCU,6,50,6.50.147,S,0,,,,,,
March,CUxCU,6,50,6.50.149,C,1,,,,,,
June,CUxCU,6,50,6.50.149,C,0,,,,,,
October,CUxCU,6,50,6.50.149,C,0,,,,,,
March,CUxCU,6,50,6.50.15,C,1,,,,,,
June,CUxCU,6,50,6.50.15,C,0,,,,,,
October,CUxCU,6,50,6.50.15,C,0,,,,,,
March,CUxCU,6,50,6.50.151,S,1,,,,,,
June,CUxCU,6,50,6.50.151,S,0,,,,,,
October,CUxCU,6,50,6.50.151,S,0,,,,,,
March,CUxCU,6,50,6.50.152,C,1,,,,,,
June,CUxCU,6,50,6.50.152,C,0,,,,,,
October,CUxCU,6,50,6.50.152,C,0,,,,,,
March,CUxCU,6,50,6.50.158,C,1,,,,,,
June,CUxCU,6,50,6.50.158,C,0,,,,,,
October,CUxCU,6,50,6.50.158,C,0,,,,,,
March,CUxCU,6,50,6.50.160,C,1,,,,,,
June,CUxCU,6,50,6.50.160,C,0,,,,,,
October,CUxCU,6,50,6.50.160,C,0,,,,,,
March,CUxCU,6,50,6.50.166,C,1,,,,,,
June,CUxCU,6,50,6.50.166,C,0,,,,,,
October,CUxCU,6,50,6.50.166,C,0,,,,,,
March,CUxCU,6,50,6.50.171,C,1,,,,,,
June,CUxCU,6,50,6.50.171,C,0,,,,,,
October,CUxCU,6,50,6.50.171,C,0,,,,,,
March,CUxCU,6,50,6.50.180,C,1,,,,,,
June,CUxCU,6,50,6.50.180,C,0,,,,,,
October,CUxCU,6,50,6.50.180,C,0,,,,,,
March,CUxCU,6,50,6.50.182,S,1,,,,,,
June,CUxCU,6,50,6.50.182,S,0,,,,,,
October,CUxCU,6,50,6.50.182,S,0,,,,,,
March,CUxCU,6,50,6.50.190,S,1,,,,,,
June,CUxCU,6,50,6.50.190,S,0,,,,,,
October,CUxCU,6,50,6.50.190,S,0,,,,,,
March,CUxCU,6,50,6.50.195,S,1,,,,,,
June,CUxCU,6,50,6.50.195,S,0,,,,,,
October,CUxCU,6,50,6.50.195,S,0,,,,,,
March,CUxCU,6,50,6.50.197,S,1,1.113,5,,,,
June,CUxCU,6,50,6.50.197,S,0,NA,0,,,,
October,CUxCU,6,50,6.50.197,S,0,NA,0,,,,
March,CUxCU,6,50,6.50.25,S,1,,,,,,
June,CUxCU,6,50,6.50.25,S,0,,,,,,
October,CUxCU,6,50,6.50.25,S,0,,,,,,
March,CUxCU,6,50,6.50.33,S,1,,,,,,
June,CUxCU,6,50,6.50.33,S,0,,,,,,
October,CUxCU,6,50,6.50.33,S,0,,,,,,
March,CUxCU,6,50,6.50.39,C,1,,,,,,
June,CUxCU,6,50,6.50.39,C,0,,,,,,
October,CUxCU,6,50,6.50.39,C,0,,,,,,
March,CUxCU,6,50,6.50.71,C,1,,,,,,
June,CUxCU,6,50,6.50.71,C,0,,,,,,
October,CUxCU,6,50,6.50.71,C,0,,,,,,
March,CUxCU,6,50,6.50.73,S,1,,,,,,
June,CUxCU,6,50,6.50.73,S,0,,,,,,
October,CUxCU,6,50,6.50.73,S,0,,,,,,
March,CUxCU,6,50,6.50.74,C,1,,,,,,
June,CUxCU,6,50,6.50.74,C,0,,,,,,
October,CUxCU,6,50,6.50.74,C,0,,,,,,
March,CUxCU,6,50,6.50.75,S,1,,,,,,
June,CUxCU,6,50,6.50.75,S,0,,,,,,
October,CUxCU,6,50,6.50.75,S,0,,,,,,
March,CUxCU,6,51,6.51.4,S,1,0.755,4,,,,
June,CUxCU,6,51,6.51.4,S,0,NA,0,,,,
October,CUxCU,6,51,6.51.4,S,0,NA,0,,,,
March,CUxCU,6,53,6.53.2,S,1,0.466,5,,,,
June,CUxCU,6,53,6.53.2,S,1,1.605,6,,,,
October,CUxCU,6,53,6.53.2,S,0,NA,0,,,,
March,CUxCU,6,54,6.54.30,S,1,NA,NA,,Y,,
June,CUxCU,6,54,6.54.30,S,1,NA,NA,,Y,,
October,CUxCU,6,54,6.54.30,S,1,1.262,2,,,,
March,CUxCU,6,56,6.56.24,S,1,NA,,Front,,,
June,CUxCU,6,56,6.56.24,S,1,NA,,Front,,,
October,CUxCU,6,56,6.56.24,S,1,3.143,6,Back,,,
March,CUxCU,6,57,6.57.1,S,1,1.121,6,,,,
June,CUxCU,6,57,6.57.1,S,1,1.425,6,,,,
October,CUxCU,6,57,6.57.1,S,0,NA,0,,,,
March,CUxCU,6,57,6.57.2,S,1,NA,NA,,Y,,
June,CUxCU,6,57,6.57.2,S,1,1.985,2,,,,
October,CUxCU,6,57,6.57.2,S,0,NA,0,,,,
March,CUxCU,6,57,6.57.3,S,1,NA,NA,,Y,,
June,CUxCU,6,57,6.57.3,S,1,2.098,6,,,,
October,CUxCU,6,57,6.57.3,S,0,NA,0,,,,
March,CUxCU,6,60,6.60.89,C,1,,,,,,
June,CUxCU,6,60,6.60.89,C,0,,,,,,
October,CUxCU,6,60,6.60.89,C,0,,,,,,
March,CUxCU,6,61,6.61.12,C,1,,,,,,
June,CUxCU,6,61,6.61.12,C,0,,,,,,
October,CUxCU,6,61,6.61.12,C,0,,,,,,
March,CUxCU,6,61,6.61.13,C,1,1.75,6,,,,
June,CUxCU,6,61,6.61.13,C,0,NA,0,,,,
October,CUxCU,6,61,6.61.13,C,0,NA,0,,,,
March,CUxCU,6,61,6.61.16,S,1,1.657,6,,,,
June,CUxCU,6,61,6.61.16,S,0,NA,0,,,,
October,CUxCU,6,61,6.61.16,S,0,NA,0,,,,
March,CUxCU,6,61,6.61.18,S,1,,,,,,
June,CUxCU,6,61,6.61.18,S,0,,,,,,
October,CUxCU,6,61,6.61.18,S,0,,,,,,
March,CUxCU,6,61,6.61.7,S,1,1.608,6,,,,
June,CUxCU,6,61,6.61.7,S,0,NA,0,,,,
October,CUxCU,6,61,6.61.7,S,0,NA,0,,,,
March,CUxCU,6,61,6.61.8,C,1,,,,,,
June,CUxCU,6,61,6.61.8,C,0,,,,,,
October,CUxCU,6,61,6.61.8,C,0,,,,,,
March,CUxCU,6,64,6.64.3,C,1,2.575,0,,,,
June,CUxCU,6,64,6.64.3,C,0,NA,0,,,,
October,CUxCU,6,64,6.64.3,C,0,NA,0,,,,
March,CUxCU,6,64,6.64.7,S,1,NA,NA,Front,,,
June,CUxCU,6,64,6.64.7,S,1,NA,NA,Front,,,
October,CUxCU,6,64,6.64.7,S,1,1.363,6,Back,,,
March,CUxCU,6,65,6.65.1,S,NA,NA,,,Y,,
June,CUxCU,6,65,6.65.1,S,NA,NA,,,Y,,
October,CUxCU,6,65,6.65.1,S,0,1.379,0,,,,
